,COD Ciudad,Renta neta media por persona 2020,COD,CIUDAD
3263,2807915179 Madrid sección 15179,17064,2807915179, Madrid sección 
3264,2807915180 Madrid sección 15180,23288,2807915180, Madrid sección 
3265,2807915181 Madrid sección 15181,19798,2807915181, Madrid sección 
3266,2807915182 Madrid sección 15182,22513,2807915182, Madrid sección 
3267,2807916 Madrid distrito 16,19890,2807916, Madrid distrito 
3268,2807916001 Madrid sección 16001,31500,2807916001, Madrid sección 
3269,2807916002 Madrid sección 16002,31670,2807916002, Madrid sección 
3270,2807916003 Madrid sección 16003,31670,2807916003, Madrid sección 
3271,2807916004 Madrid sección 16004,31670,2807916004, Madrid sección 
3272,2807916005 Madrid sección 16005,31229,2807916005, Madrid sección 
3273,2807916006 Madrid sección 16006,23576,2807916006, Madrid sección 
3274,2807916007 Madrid sección 16007,24306,2807916007, Madrid sección 
3275,2807916008 Madrid sección 16008,10943,2807916008, Madrid sección 
3276,2807916009 Madrid sección 16009,11609,2807916009, Madrid sección 
3277,2807916011 Madrid sección 16011,12123,2807916011, Madrid sección 
3278,2807916012 Madrid sección 16012,14013,2807916012, Madrid sección 
3279,2807916013 Madrid sección 16013,16355,2807916013, Madrid sección 
3280,2807916014 Madrid sección 16014,15642,2807916014, Madrid sección 
3281,2807916015 Madrid sección 16015,16705,2807916015, Madrid sección 
3282,2807916016 Madrid sección 16016,16194,2807916016, Madrid sección 
3283,2807916017 Madrid sección 16017,14591,2807916017, Madrid sección 
3284,2807916018 Madrid sección 16018,16373,2807916018, Madrid sección 
3285,2807916019 Madrid sección 16019,17567,2807916019, Madrid sección 
3286,2807916020 Madrid sección 16020,16685,2807916020, Madrid sección 
3287,2807916021 Madrid sección 16021,19163,2807916021, Madrid sección 
3288,2807916022 Madrid sección 16022,16239,2807916022, Madrid sección 
3289,2807916024 Madrid sección 16024,16165,2807916024, Madrid sección 
3290,2807916025 Madrid sección 16025,17761,2807916025, Madrid sección 
3291,2807916026 Madrid sección 16026,13173,2807916026, Madrid sección 
3292,2807916027 Madrid sección 16027,14348,2807916027, Madrid sección 
3293,2807916028 Madrid sección 16028,16873,2807916028, Madrid sección 
3294,2807916029 Madrid sección 16029,13430,2807916029, Madrid sección 
3295,2807916030 Madrid sección 16030,16853,2807916030, Madrid sección 
3296,2807916031 Madrid sección 16031,18806,2807916031, Madrid sección 
3297,2807916032 Madrid sección 16032,20809,2807916032, Madrid sección 
3298,2807916033 Madrid sección 16033,16644,2807916033, Madrid sección 
3299,2807916034 Madrid sección 16034,17590,2807916034, Madrid sección 
3300,2807916035 Madrid sección 16035,18800,2807916035, Madrid sección 
3301,2807916036 Madrid sección 16036,30012,2807916036, Madrid sección 
3302,2807916037 Madrid sección 16037,13481,2807916037, Madrid sección 
3303,2807916038 Madrid sección 16038,17720,2807916038, Madrid sección 
3304,2807916039 Madrid sección 16039,10509,2807916039, Madrid sección 
3305,2807916040 Madrid sección 16040,11023,2807916040, Madrid sección 
3306,2807916041 Madrid sección 16041,11733,2807916041, Madrid sección 
3307,2807916042 Madrid sección 16042,12913,2807916042, Madrid sección 
3308,2807916043 Madrid sección 16043,12381,2807916043, Madrid sección 
3309,2807916044 Madrid sección 16044,16437,2807916044, Madrid sección 
3310,2807916045 Madrid sección 16045,21414,2807916045, Madrid sección 
3311,2807916046 Madrid sección 16046,17698,2807916046, Madrid sección 
3312,2807916047 Madrid sección 16047,15683,2807916047, Madrid sección 
3313,2807916048 Madrid sección 16048,17615,2807916048, Madrid sección 
3314,2807916049 Madrid sección 16049,18920,2807916049, Madrid sección 
3315,2807916050 Madrid sección 16050,15819,2807916050, Madrid sección 
3316,2807916051 Madrid sección 16051,12673,2807916051, Madrid sección 
3317,2807916052 Madrid sección 16052,12540,2807916052, Madrid sección 
3318,2807916053 Madrid sección 16053,11667,2807916053, Madrid sección 
3319,2807916054 Madrid sección 16054,12750,2807916054, Madrid sección 
3320,2807916055 Madrid sección 16055,12012,2807916055, Madrid sección 
3321,2807916056 Madrid sección 16056,11572,2807916056, Madrid sección 
3322,2807916057 Madrid sección 16057,13093,2807916057, Madrid sección 
3323,2807916058 Madrid sección 16058,13455,2807916058, Madrid sección 
3324,2807916059 Madrid sección 16059,14463,2807916059, Madrid sección 
3325,2807916060 Madrid sección 16060,15026,2807916060, Madrid sección 
3326,2807916061 Madrid sección 16061,17304,2807916061, Madrid sección 
3327,2807916062 Madrid sección 16062, ,2807916062, Madrid sección 
3328,2807916063 Madrid sección 16063,17857,2807916063, Madrid sección 
3329,2807916064 Madrid sección 16064,17505,2807916064, Madrid sección 
3330,2807916065 Madrid sección 16065,14740,2807916065, Madrid sección 
3331,2807916066 Madrid sección 16066,15336,2807916066, Madrid sección 
3332,2807916067 Madrid sección 16067,12440,2807916067, Madrid sección 
3333,2807916069 Madrid sección 16069,14329,2807916069, Madrid sección 
3334,2807916070 Madrid sección 16070,16019,2807916070, Madrid sección 
3335,2807916071 Madrid sección 16071,10374,2807916071, Madrid sección 
3336,2807916072 Madrid sección 16072,8551,2807916072, Madrid sección 
3337,2807916073 Madrid sección 16073,10680,2807916073, Madrid sección 
3338,2807916074 Madrid sección 16074,11097,2807916074, Madrid sección 
3339,2807916075 Madrid sección 16075,13240,2807916075, Madrid sección 
3340,2807916076 Madrid sección 16076,11611,2807916076, Madrid sección 
3341,2807916077 Madrid sección 16077,10482,2807916077, Madrid sección 
3342,2807916078 Madrid sección 16078,11263,2807916078, Madrid sección 
3343,2807916079 Madrid sección 16079,15538,2807916079, Madrid sección 
3344,2807916080 Madrid sección 16080,30514,2807916080, Madrid sección 
3345,2807916081 Madrid sección 16081,22533,2807916081, Madrid sección 
3346,2807916082 Madrid sección 16082,10556,2807916082, Madrid sección 
3347,2807916083 Madrid sección 16083,13320,2807916083, Madrid sección 
3348,2807916085 Madrid sección 16085,15129,2807916085, Madrid sección 
3349,2807916086 Madrid sección 16086,14079,2807916086, Madrid sección 
3350,2807916087 Madrid sección 16087,13856,2807916087, Madrid sección 
3351,2807916088 Madrid sección 16088,14906,2807916088, Madrid sección 
3352,2807916089 Madrid sección 16089,14918,2807916089, Madrid sección 
3353,2807916090 Madrid sección 16090,13695,2807916090, Madrid sección 
3354,2807916091 Madrid sección 16091,31670,2807916091, Madrid sección 
3355,2807916092 Madrid sección 16092,17847,2807916092, Madrid sección 
3356,2807916093 Madrid sección 16093,17981,2807916093, Madrid sección 
3357,2807916096 Madrid sección 16096,18112,2807916096, Madrid sección 
3358,2807916097 Madrid sección 16097,15485,2807916097, Madrid sección 
3359,2807916098 Madrid sección 16098,23844,2807916098, Madrid sección 
3360,2807916099 Madrid sección 16099,19066,2807916099, Madrid sección 
3361,2807916100 Madrid sección 16100,18566,2807916100, Madrid sección 
3362,2807916101 Madrid sección 16101,20367,2807916101, Madrid sección 
3363,2807916102 Madrid sección 16102,31670,2807916102, Madrid sección 
3364,2807916103 Madrid sección 16103,31670,2807916103, Madrid sección 
3365,2807916104 Madrid sección 16104,18599,2807916104, Madrid sección 
3366,2807916105 Madrid sección 16105,25614,2807916105, Madrid sección 
3367,2807916106 Madrid sección 16106,19714,2807916106, Madrid sección 
3368,2807916107 Madrid sección 16107,21441,2807916107, Madrid sección 
3369,2807916108 Madrid sección 16108,24051,2807916108, Madrid sección 
3370,2807916109 Madrid sección 16109,12204,2807916109, Madrid sección 
3371,2807916110 Madrid sección 16110,16168,2807916110, Madrid sección 
3372,2807916111 Madrid sección 16111,21230,2807916111, Madrid sección 
3373,2807916112 Madrid sección 16112,16408,2807916112, Madrid sección 
3374,2807916113 Madrid sección 16113,31670,2807916113, Madrid sección 
3375,2807916114 Madrid sección 16114,22511,2807916114, Madrid sección 
3376,2807916115 Madrid sección 16115,23244,2807916115, Madrid sección 
3377,2807916116 Madrid sección 16116,18474,2807916116, Madrid sección 
3378,2807916117 Madrid sección 16117,17698,2807916117, Madrid sección 
3379,2807916118 Madrid sección 16118,16963,2807916118, Madrid sección 
3380,2807916119 Madrid sección 16119,21789,2807916119, Madrid sección 
3381,2807916120 Madrid sección 16120,16977,2807916120, Madrid sección 
3382,2807916121 Madrid sección 16121,27152,2807916121, Madrid sección 
3383,2807916122 Madrid sección 16122,22116,2807916122, Madrid sección 
3384,2807916123 Madrid sección 16123,31670,2807916123, Madrid sección 
3385,2807916124 Madrid sección 16124,21780,2807916124, Madrid sección 
3386,2807916125 Madrid sección 16125,22213,2807916125, Madrid sección 
3387,2807916126 Madrid sección 16126,20566,2807916126, Madrid sección 
3388,2807916127 Madrid sección 16127,17834,2807916127, Madrid sección 
3389,2807916128 Madrid sección 16128,28958,2807916128, Madrid sección 
3390,2807916129 Madrid sección 16129,21475,2807916129, Madrid sección 
3391,2807917 Madrid distrito 17,10591,2807917, Madrid distrito 
3392,2807917002 Madrid sección 17002,9770,2807917002, Madrid sección 
3393,2807917003 Madrid sección 17003,10486,2807917003, Madrid sección 
3394,2807917004 Madrid sección 17004,7928,2807917004, Madrid sección 
3395,2807917006 Madrid sección 17006,9302,2807917006, Madrid sección 
3396,2807917007 Madrid sección 17007,8785,2807917007, Madrid sección 
3397,2807917008 Madrid sección 17008,8664,2807917008, Madrid sección 
3398,2807917009 Madrid sección 17009,9221,2807917009, Madrid sección 
3399,2807917010 Madrid sección 17010,9396,2807917010, Madrid sección 
3400,2807917011 Madrid sección 17011,9378,2807917011, Madrid sección 
3401,2807917012 Madrid sección 17012,9299,2807917012, Madrid sección 
3402,2807917013 Madrid sección 17013,10011,2807917013, Madrid sección 
3403,2807917014 Madrid sección 17014,8848,2807917014, Madrid sección 
3404,2807917015 Madrid sección 17015,9007,2807917015, Madrid sección 
3405,2807917016 Madrid sección 17016,9050,2807917016, Madrid sección 
3406,2807917017 Madrid sección 17017,11001,2807917017, Madrid sección 
3407,2807917018 Madrid sección 17018,8700,2807917018, Madrid sección 
3408,2807917019 Madrid sección 17019,8857,2807917019, Madrid sección 
3409,2807917020 Madrid sección 17020,9979,2807917020, Madrid sección 
3410,2807917021 Madrid sección 17021,7423,2807917021, Madrid sección 
3411,2807917022 Madrid sección 17022,8161,2807917022, Madrid sección 
3412,2807917023 Madrid sección 17023,11734,2807917023, Madrid sección 
3413,2807917024 Madrid sección 17024,9053,2807917024, Madrid sección 
3414,2807917025 Madrid sección 17025,8986,2807917025, Madrid sección 
3415,2807917026 Madrid sección 17026,9350,2807917026, Madrid sección 
3416,2807917027 Madrid sección 17027,12424,2807917027, Madrid sección 
3417,2807917028 Madrid sección 17028,10651,2807917028, Madrid sección 
3418,2807917029 Madrid sección 17029,13723,2807917029, Madrid sección 
3419,2807917031 Madrid sección 17031,7279,2807917031, Madrid sección 
3420,2807917032 Madrid sección 17032,6926,2807917032, Madrid sección 
3421,2807917033 Madrid sección 17033,6358,2807917033, Madrid sección 
3422,2807917035 Madrid sección 17035,6677,2807917035, Madrid sección 
3423,2807917036 Madrid sección 17036,7528,2807917036, Madrid sección 
3424,2807917037 Madrid sección 17037,6737,2807917037, Madrid sección 
3425,2807917038 Madrid sección 17038,7631,2807917038, Madrid sección 
3426,2807917039 Madrid sección 17039,7429,2807917039, Madrid sección 
3427,2807917041 Madrid sección 17041,6160,2807917041, Madrid sección 
3428,2807917042 Madrid sección 17042,6401,2807917042, Madrid sección 
3429,2807917043 Madrid sección 17043,6991,2807917043, Madrid sección 
3430,2807917045 Madrid sección 17045,12776,2807917045, Madrid sección 
3431,2807917046 Madrid sección 17046,8499,2807917046, Madrid sección 
3432,2807917047 Madrid sección 17047,8611,2807917047, Madrid sección 
3433,2807917048 Madrid sección 17048,10184,2807917048, Madrid sección 
3434,2807917049 Madrid sección 17049,7788,2807917049, Madrid sección 
3435,2807917050 Madrid sección 17050,10229,2807917050, Madrid sección 
3436,2807917051 Madrid sección 17051,8087,2807917051, Madrid sección 
3437,2807917052 Madrid sección 17052,9620,2807917052, Madrid sección 
3438,2807917053 Madrid sección 17053,10289,2807917053, Madrid sección 
3439,2807917054 Madrid sección 17054,8908,2807917054, Madrid sección 
3440,2807917055 Madrid sección 17055,11266,2807917055, Madrid sección 
3441,2807917057 Madrid sección 17057,9363,2807917057, Madrid sección 
3442,2807917058 Madrid sección 17058,9726,2807917058, Madrid sección 
3443,2807917059 Madrid sección 17059,10363,2807917059, Madrid sección 
3444,2807917060 Madrid sección 17060,10252,2807917060, Madrid sección 
3445,2807917061 Madrid sección 17061,7473,2807917061, Madrid sección 
3446,2807917062 Madrid sección 17062,8512,2807917062, Madrid sección 
3447,2807917063 Madrid sección 17063,8941,2807917063, Madrid sección 
3448,2807917064 Madrid sección 17064,9124,2807917064, Madrid sección 
3449,2807917065 Madrid sección 17065,8900,2807917065, Madrid sección 
3450,2807917066 Madrid sección 17066,8035,2807917066, Madrid sección 
3451,2807917068 Madrid sección 17068,9466,2807917068, Madrid sección 
3452,2807917069 Madrid sección 17069,9468,2807917069, Madrid sección 
3453,2807917070 Madrid sección 17070,14950,2807917070, Madrid sección 
3454,2807917071 Madrid sección 17071,12483,2807917071, Madrid sección 
3455,2807917072 Madrid sección 17072,8116,2807917072, Madrid sección 
3456,2807917073 Madrid sección 17073,10373,2807917073, Madrid sección 
3457,2807917074 Madrid sección 17074,11844,2807917074, Madrid sección 
3458,2807917075 Madrid sección 17075,12513,2807917075, Madrid sección 
3459,2807917076 Madrid sección 17076,13333,2807917076, Madrid sección 
3460,2807917078 Madrid sección 17078,13320,2807917078, Madrid sección 
3461,2807917079 Madrid sección 17079,10817,2807917079, Madrid sección 
3462,2807917080 Madrid sección 17080,15382,2807917080, Madrid sección 
3463,2807917082 Madrid sección 17082,10755,2807917082, Madrid sección 
3464,2807917083 Madrid sección 17083,9303,2807917083, Madrid sección 
3465,2807917084 Madrid sección 17084,9659,2807917084, Madrid sección 
3466,2807917085 Madrid sección 17085,13067,2807917085, Madrid sección 
3467,2807917086 Madrid sección 17086,13483,2807917086, Madrid sección 
3468,2807917087 Madrid sección 17087,11770,2807917087, Madrid sección 
3469,2807917089 Madrid sección 17089,10681,2807917089, Madrid sección 
3470,2807917090 Madrid sección 17090,11081,2807917090, Madrid sección 
3471,2807917091 Madrid sección 17091,10444,2807917091, Madrid sección 
3472,2807917092 Madrid sección 17092,14526,2807917092, Madrid sección 
3473,2807917093 Madrid sección 17093,13886,2807917093, Madrid sección 
3474,2807917094 Madrid sección 17094,11397,2807917094, Madrid sección 
3475,2807917095 Madrid sección 17095,11883,2807917095, Madrid sección 
3476,2807917096 Madrid sección 17096,14925,2807917096, Madrid sección 
3477,2807917097 Madrid sección 17097,15669,2807917097, Madrid sección 
3478,2807917098 Madrid sección 17098,6540,2807917098, Madrid sección 
3479,2807917099 Madrid sección 17099,14602,2807917099, Madrid sección 
3480,2807917100 Madrid sección 17100,8562,2807917100, Madrid sección 
3481,2807917101 Madrid sección 17101,10660,2807917101, Madrid sección 
3482,2807917102 Madrid sección 17102,16260,2807917102, Madrid sección 
3483,2807917103 Madrid sección 17103,13674,2807917103, Madrid sección 
3484,2807917104 Madrid sección 17104,12054,2807917104, Madrid sección 
3485,2807917105 Madrid sección 17105,13385,2807917105, Madrid sección 
3486,2807917106 Madrid sección 17106,9954,2807917106, Madrid sección 
3487,2807917107 Madrid sección 17107,12645,2807917107, Madrid sección 
3488,2807917108 Madrid sección 17108,15093,2807917108, Madrid sección 
3489,2807917109 Madrid sección 17109,10579,2807917109, Madrid sección 
3490,2807917110 Madrid sección 17110,13862,2807917110, Madrid sección 
3491,2807917111 Madrid sección 17111,10024,2807917111, Madrid sección 
3492,2807917112 Madrid sección 17112,15622,2807917112, Madrid sección 
3493,2807917113 Madrid sección 17113,16647,2807917113, Madrid sección 
3494,2807917114 Madrid sección 17114,12923,2807917114, Madrid sección 
3495,2807917115 Madrid sección 17115,16050,2807917115, Madrid sección 
3496,2807917116 Madrid sección 17116,13117,2807917116, Madrid sección 
3497,2807918 Madrid distrito 18,13099,2807918, Madrid distrito 
3498,2807918002 Madrid sección 18002,11106,2807918002, Madrid sección 
3499,2807918003 Madrid sección 18003,10098,2807918003, Madrid sección 
3500,2807918004 Madrid sección 18004,10487,2807918004, Madrid sección 
3501,2807918005 Madrid sección 18005,9441,2807918005, Madrid sección 
3502,2807918006 Madrid sección 18006,9898,2807918006, Madrid sección 
3503,2807918007 Madrid sección 18007,10683,2807918007, Madrid sección 
3504,2807918008 Madrid sección 18008,10922,2807918008, Madrid sección 
3505,2807918009 Madrid sección 18009,10250,2807918009, Madrid sección 
3506,2807918010 Madrid sección 18010,8615,2807918010, Madrid sección 
3507,2807918011 Madrid sección 18011,10496,2807918011, Madrid sección 
3508,2807918012 Madrid sección 18012,10473,2807918012, Madrid sección 
3509,2807918013 Madrid sección 18013,10299,2807918013, Madrid sección 
3510,2807918014 Madrid sección 18014,10186,2807918014, Madrid sección 
3511,2807918015 Madrid sección 18015,9983,2807918015, Madrid sección 
3512,2807918016 Madrid sección 18016,9373,2807918016, Madrid sección 
3513,2807918017 Madrid sección 18017,9883,2807918017, Madrid sección 
3514,2807918018 Madrid sección 18018,11294,2807918018, Madrid sección 
3515,2807918019 Madrid sección 18019,11236,2807918019, Madrid sección 
3516,2807918020 Madrid sección 18020,13291,2807918020, Madrid sección 
3517,2807918021 Madrid sección 18021,12661,2807918021, Madrid sección 
3518,2807918022 Madrid sección 18022,9239,2807918022, Madrid sección 
3519,2807918023 Madrid sección 18023,11537,2807918023, Madrid sección 
3520,2807918024 Madrid sección 18024,12021,2807918024, Madrid sección 
3521,2807918025 Madrid sección 18025,14308,2807918025, Madrid sección 
3522,2807918026 Madrid sección 18026,9193,2807918026, Madrid sección 
3523,2807918027 Madrid sección 18027,11124,2807918027, Madrid sección 
3524,2807918028 Madrid sección 18028,16550,2807918028, Madrid sección 
3525,2807918029 Madrid sección 18029,16618,2807918029, Madrid sección 
3526,2807918030 Madrid sección 18030,15170,2807918030, Madrid sección 
3527,2807918031 Madrid sección 18031,15006,2807918031, Madrid sección 
3528,2807918032 Madrid sección 18032,15349,2807918032, Madrid sección 
3529,2807918033 Madrid sección 18033,15199,2807918033, Madrid sección 
3530,2807918034 Madrid sección 18034,15617,2807918034, Madrid sección 
3531,2807918035 Madrid sección 18035,14824,2807918035, Madrid sección 
3532,2807918036 Madrid sección 18036,14776,2807918036, Madrid sección 
3533,2807918037 Madrid sección 18037,11160,2807918037, Madrid sección 
3534,2807918038 Madrid sección 18038,9121,2807918038, Madrid sección 
3535,2807918039 Madrid sección 18039,17319,2807918039, Madrid sección 
3536,2807918040 Madrid sección 18040,19074,2807918040, Madrid sección 
3537,2807918041 Madrid sección 18041,14885,2807918041, Madrid sección 
3538,2807918042 Madrid sección 18042,10108,2807918042, Madrid sección 
3539,2807918043 Madrid sección 18043,11241,2807918043, Madrid sección 
3540,2807918044 Madrid sección 18044,16522,2807918044, Madrid sección 
3541,2807918045 Madrid sección 18045,4189,2807918045, Madrid sección 
3542,2807918046 Madrid sección 18046,10098,2807918046, Madrid sección 
3543,2807918047 Madrid sección 18047,12262,2807918047, Madrid sección 
3544,2807918048 Madrid sección 18048,17369,2807918048, Madrid sección 
3545,2807918049 Madrid sección 18049,15659,2807918049, Madrid sección 
3546,2807918050 Madrid sección 18050,14391,2807918050, Madrid sección 
3547,2807918051 Madrid sección 18051,18595,2807918051, Madrid sección 
3548,2807918052 Madrid sección 18052,13213,2807918052, Madrid sección 
3549,2807918053 Madrid sección 18053,14036,2807918053, Madrid sección 
3550,2807918054 Madrid sección 18054,16173,2807918054, Madrid sección 
3551,2807918055 Madrid sección 18055,14489,2807918055, Madrid sección 
3552,2807918056 Madrid sección 18056,13719,2807918056, Madrid sección 
3553,2807918057 Madrid sección 18057,15902,2807918057, Madrid sección 
3554,2807918058 Madrid sección 18058,13756,2807918058, Madrid sección 
3555,2807918059 Madrid sección 18059,11488,2807918059, Madrid sección 
3556,2807918060 Madrid sección 18060,16473,2807918060, Madrid sección 
3557,2807918061 Madrid sección 18061,17352,2807918061, Madrid sección 
3558,2807918062 Madrid sección 18062,14585,2807918062, Madrid sección 
3559,2807918063 Madrid sección 18063,13845,2807918063, Madrid sección 
3560,2807918064 Madrid sección 18064,12408,2807918064, Madrid sección 
3561,2807918065 Madrid sección 18065,9717,2807918065, Madrid sección 
3562,2807918066 Madrid sección 18066,16632,2807918066, Madrid sección 
3563,2807918067 Madrid sección 18067,15453,2807918067, Madrid sección 
3564,2807918068 Madrid sección 18068,16734,2807918068, Madrid sección 
3565,2807919 Madrid distrito 19,13123,2807919, Madrid distrito 
3566,2807919001 Madrid sección 19001,5883,2807919001, Madrid sección 
3567,2807919002 Madrid sección 19002,14661,2807919002, Madrid sección 
3568,2807919003 Madrid sección 19003,10725,2807919003, Madrid sección 
3569,2807919004 Madrid sección 19004,10723,2807919004, Madrid sección 
3570,2807919005 Madrid sección 19005,10951,2807919005, Madrid sección 
3571,2807919006 Madrid sección 19006,12492,2807919006, Madrid sección 
3572,2807919007 Madrid sección 19007,11180,2807919007, Madrid sección 
3573,2807919008 Madrid sección 19008,9585,2807919008, Madrid sección 
3574,2807919009 Madrid sección 19009,10774,2807919009, Madrid sección 
3575,2807919011 Madrid sección 19011,10925,2807919011, Madrid sección 
3576,2807919012 Madrid sección 19012,10959,2807919012, Madrid sección 
3577,2807919014 Madrid sección 19014,9474,2807919014, Madrid sección 
3578,2807919015 Madrid sección 19015,10405,2807919015, Madrid sección 
3579,2807919016 Madrid sección 19016,9704,2807919016, Madrid sección 
3580,2807919018 Madrid sección 19018,10892,2807919018, Madrid sección 
3581,2807919019 Madrid sección 19019,11059,2807919019, Madrid sección 
3582,2807919020 Madrid sección 19020,11886,2807919020, Madrid sección 
3583,2807919021 Madrid sección 19021,11390,2807919021, Madrid sección 
3584,2807919022 Madrid sección 19022,9579,2807919022, Madrid sección 
3585,2807919023 Madrid sección 19023,10102,2807919023, Madrid sección 
3586,2807919024 Madrid sección 19024,9457,2807919024, Madrid sección 
3587,2807919025 Madrid sección 19025,10841,2807919025, Madrid sección 
3588,2807919026 Madrid sección 19026,10113,2807919026, Madrid sección 
3589,2807919027 Madrid sección 19027,9646,2807919027, Madrid sección 
3590,2807919028 Madrid sección 19028,9233,2807919028, Madrid sección 
3591,2807919029 Madrid sección 19029,9121,2807919029, Madrid sección 
3592,2807919031 Madrid sección 19031, ,2807919031, Madrid sección 
3593,2807919032 Madrid sección 19032,11678,2807919032, Madrid sección 
3594,2807919033 Madrid sección 19033,16766,2807919033, Madrid sección 
3595,2807919034 Madrid sección 19034,15970,2807919034, Madrid sección 
3596,2807919035 Madrid sección 19035,15847,2807919035, Madrid sección 
3597,2807919036 Madrid sección 19036,16706,2807919036, Madrid sección 
3598,2807919037 Madrid sección 19037,16934,2807919037, Madrid sección 
3599,2807919038 Madrid sección 19038,10690,2807919038, Madrid sección 
3600,2807919039 Madrid sección 19039,11204,2807919039, Madrid sección 
3601,2807919040 Madrid sección 19040,17252,2807919040, Madrid sección 
3602,2807919041 Madrid sección 19041,15333,2807919041, Madrid sección 
3603,2807919042 Madrid sección 19042,15472,2807919042, Madrid sección 
3604,2807919043 Madrid sección 19043,16423,2807919043, Madrid sección 
3605,2807919044 Madrid sección 19044,11796,2807919044, Madrid sección 
3606,2807919045 Madrid sección 19045,15325,2807919045, Madrid sección 
3607,2807919046 Madrid sección 19046,14225,2807919046, Madrid sección 
3608,2807919047 Madrid sección 19047,15124,2807919047, Madrid sección 
3609,2807919048 Madrid sección 19048,15275,2807919048, Madrid sección 
3610,2807919049 Madrid sección 19049,15398,2807919049, Madrid sección 
3611,2807919050 Madrid sección 19050,19062,2807919050, Madrid sección 
3612,2807919051 Madrid sección 19051,15931,2807919051, Madrid sección 
3613,2807919052 Madrid sección 19052,15673,2807919052, Madrid sección 
3614,2807920 Madrid distrito 20,14537,2807920, Madrid distrito 
3615,2807920001 Madrid sección 20001,12760,2807920001, Madrid sección 
3616,2807920002 Madrid sección 20002,20990,2807920002, Madrid sección 
3617,2807920003 Madrid sección 20003,11013,2807920003, Madrid sección 
3618,2807920006 Madrid sección 20006,11065,2807920006, Madrid sección 
3619,2807920007 Madrid sección 20007,10166,2807920007, Madrid sección 
3620,2807920008 Madrid sección 20008,10096,2807920008, Madrid sección 
3621,2807920009 Madrid sección 20009,12426,2807920009, Madrid sección 
3622,2807920010 Madrid sección 20010,11683,2807920010, Madrid sección 
3623,2807920011 Madrid sección 20011,12665,2807920011, Madrid sección 
3624,2807920012 Madrid sección 20012,9319,2807920012, Madrid sección 
3625,2807920013 Madrid sección 20013,8810,2807920013, Madrid sección 
3626,2807920014 Madrid sección 20014,9441,2807920014, Madrid sección 
3627,2807920015 Madrid sección 20015,9466,2807920015, Madrid sección 
3628,2807920016 Madrid sección 20016,9877,2807920016, Madrid sección 
3629,2807920017 Madrid sección 20017,9847,2807920017, Madrid sección 
3630,2807920018 Madrid sección 20018,9058,2807920018, Madrid sección 
3631,2807920019 Madrid sección 20019,9750,2807920019, Madrid sección 
3632,2807920020 Madrid sección 20020,8844,2807920020, Madrid sección 
3633,2807920021 Madrid sección 20021,8734,2807920021, Madrid sección 
3634,2807920022 Madrid sección 20022,9426,2807920022, Madrid sección 
3635,2807920023 Madrid sección 20023,9404,2807920023, Madrid sección 
3636,2807920024 Madrid sección 20024,9588,2807920024, Madrid sección 
3637,2807920025 Madrid sección 20025,9435,2807920025, Madrid sección 
3638,2807920026 Madrid sección 20026,12183,2807920026, Madrid sección 
3639,2807920027 Madrid sección 20027,12933,2807920027, Madrid sección 
3640,2807920028 Madrid sección 20028,12333,2807920028, Madrid sección 
3641,2807920029 Madrid sección 20029,11146,2807920029, Madrid sección 
3642,2807920031 Madrid sección 20031,8876,2807920031, Madrid sección 
3643,2807920032 Madrid sección 20032,8469,2807920032, Madrid sección 
3644,2807920033 Madrid sección 20033,8480,2807920033, Madrid sección 
3645,2807920034 Madrid sección 20034,8383,2807920034, Madrid sección 
3646,2807920035 Madrid sección 20035,8067,2807920035, Madrid sección 
3647,2807920036 Madrid sección 20036,8118,2807920036, Madrid sección 
3648,2807920037 Madrid sección 20037,12180,2807920037, Madrid sección 
3649,2807920038 Madrid sección 20038,11863,2807920038, Madrid sección 
3650,2807920039 Madrid sección 20039,12915,2807920039, Madrid sección 
3651,2807920040 Madrid sección 20040,13029,2807920040, Madrid sección 
3652,2807920041 Madrid sección 20041,12189,2807920041, Madrid sección 
3653,2807920042 Madrid sección 20042,10481,2807920042, Madrid sección 
3654,2807920043 Madrid sección 20043,12034,2807920043, Madrid sección 
3655,2807920044 Madrid sección 20044,9509,2807920044, Madrid sección 
3656,2807920046 Madrid sección 20046,9311,2807920046, Madrid sección 
3657,2807920047 Madrid sección 20047,9585,2807920047, Madrid sección 
3658,2807920048 Madrid sección 20048,9085,2807920048, Madrid sección 
3659,2807920049 Madrid sección 20049,9634,2807920049, Madrid sección 
3660,2807920050 Madrid sección 20050,9413,2807920050, Madrid sección 
3661,2807920051 Madrid sección 20051,9456,2807920051, Madrid sección 
3662,2807920053 Madrid sección 20053,9143,2807920053, Madrid sección 
3663,2807920055 Madrid sección 20055,17340,2807920055, Madrid sección 
3664,2807920056 Madrid sección 20056,11720,2807920056, Madrid sección 
3665,2807920058 Madrid sección 20058,11100,2807920058, Madrid sección 
3666,2807920059 Madrid sección 20059,10880,2807920059, Madrid sección 
3667,2807920062 Madrid sección 20062,15756,2807920062, Madrid sección 
3668,2807920063 Madrid sección 20063,16122,2807920063, Madrid sección 
3669,2807920064 Madrid sección 20064,15871,2807920064, Madrid sección 
3670,2807920065 Madrid sección 20065,13705,2807920065, Madrid sección 
3671,2807920066 Madrid sección 20066,16775,2807920066, Madrid sección 
3672,2807920067 Madrid sección 20067,17302,2807920067, Madrid sección 
3673,2807920068 Madrid sección 20068,17637,2807920068, Madrid sección 
