,Código INE,Municipio,Provincia,Comunidad Autónoma,Población Total,Población Hombres,Población Mujeres,Unnamed: 7,Conductores Hombres,Conductoras Mujeres,Censo Conductores,Unnamed: 11,Parque Ciclomotores,Parque Motocicletas,Parque Turismos,Parque Furgonetas,Parque Camiones,Parque Total,Motocicletas sin ITV (<25 años),Turismos sin ITV (<25 años),Resto de Vehículos sin ITV (<25 años),Parque Ciclomotores (<25 años),Parque Ciclomotores (<15 años),Parque Ciclomotores (<8 años),Parque Ciclomotores (<4 años),Parque Motocicletas (<25 años),Parque Motocicletas (<15 años),Parque Motocicletas (<8 años),Parque Motocicletas (<4 años),Parque Turismos (<25 años),Parque Turismos (<15 años),Parque Turismos (<8 años),Parque Turismos (<4 años),Parque Furgonetas (<25 años),Parque Furgonetas (<15 años),Parque Furgonetas (<8 años),Parque Furgonetas (<4 años),Parque Camiones (<25 años),Parque Camiones (<15 años),Parque Camiones (<8 años),Parque Camiones (<4 años),Unnamed: 41,Antigüedad Media del Parque (<25 años),Antigüedad Media de Ciclomotores,Antigüedad Media de Motocicletas,Antigüedad Media de Turismos,Antigüedad Media de Furgonetas,Antigüedad Media de Camiones,Unnamed: 48,Bicicletas Fallecidos,Bicicletas Heridos Graves,Bicicletas Heridos Leves,Ciclomotores Fallecidos,Ciclomotores Heridos Graves,Ciclomotores Heridos Leves,Motocicletas Fallecidos,Motocicletas Heridos Graves,Motocicletas Heridos Leves,Turismos Fallecidos,Turismos Heridos Graves,Turismos Heridos Leves,Furgonetas Fallecidos,Furgonetas Heridos Graves,Furgonetas Heridos Leves,Camiones Fallecidos,Camiones Heridos Graves,Camiones Heridos Leves,Autobús Fallecidos,Autobús Heridos Graves,Autobús Heridos Leves,Otros Fallecidos,Otros Heridos Graves,Otros Heridos Leves,Peatones Fallecidos,Peatones Heridos Graves,Peatones Heridos Leves,Nº Accidentes con Víctimas,Fallecidos,Heridos Hospitalizados,Heridos no Hospitalizados,Unnamed: 80,Total Sanciones con Puntos,Total Puntos Detraídos,Velocidad (2 puntos),Velocidad (4 puntos),Velocidad (6 puntos),Alcohol (4 puntos),Alcohol (6 puntos),Drogas (6 puntos),"Casco, Cinturón, SRI (3 puntos)",Móvil (3 puntos),Semáforo (4 puntos),Otra (3 puntos),Otra (4 puntos),Otra (6 puntos),Unnamed: 95,Campañas
3617,24011,Torredelcampo,Jaén,Andalucía,14142.0,7079.0,7063.0,,5041.0,3272.0,8313.0,,824.0,853.0,6071.0,1532.0,1372.0,11240.0,212.0,640.0,768.0,822.0,181.0,35.0,13.0,706.0,546.0,249.0,122.0,5713.0,3603.0,1583.0,723.0,1069.0,365.0,120.0,51.0,1186.0,477.0,120.0,52.0,,13.50274804570054,17.511082725060827,10.646940509915014,12.314670050761421,16.44689429373246,15.606365935919056,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,223.0,,,,3.0,3.0,,10.0,,1.0,19.0,12.0,9.0,,0.0
3618,24012,Torredonjimeno,Jaén,Andalucía,13632.0,6710.0,6922.0,,4848.0,3257.0,8105.0,,772.0,947.0,6717.0,1188.0,879.0,10897.0,206.0,557.0,356.0,771.0,154.0,39.0,21.0,780.0,596.0,251.0,118.0,6141.0,3851.0,1710.0,798.0,852.0,359.0,150.0,75.0,701.0,297.0,86.0,38.0,,13.144520848573519,17.718443579766536,10.861884615384616,12.317445041524183,15.38325117370892,15.375720399429387,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,9.0,,61.0,228.0,,,,5.0,,,4.0,20.0,13.0,2.0,12.0,5.0,,0.0
3619,24014,Torreperogil,Jaén,Andalucía,7222.0,3532.0,3690.0,,2648.0,1824.0,4472.0,,357.0,379.0,3541.0,900.0,606.0,6078.0,104.0,300.0,254.0,357.0,76.0,5.0,4.0,264.0,181.0,46.0,23.0,3135.0,1644.0,714.0,338.0,557.0,140.0,37.0,15.0,490.0,199.0,55.0,25.0,,14.491360031720857,17.781204481792717,12.856325757575757,13.516185007974482,17.732244165170556,15.675040816326531,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,172.0,681.0,,,,,,,6.0,,159.0,3.0,3.0,1.0,,1.0
3620,24015,Torres,Jaén,Andalucía,1372.0,709.0,663.0,,547.0,311.0,858.0,,127.0,94.0,647.0,333.0,203.0,1515.0,29.0,50.0,115.0,127.0,21.0,5.0,3.0,71.0,49.0,27.0,12.0,559.0,320.0,135.0,67.0,196.0,50.0,11.0,6.0,181.0,68.0,15.0,10.0,,14.910390561432058,18.106299212598426,10.689295774647887,13.26695885509839,17.628775510204083,16.161049723756907,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
3621,24016,Torres de Albánchez,Jaén,Andalucía,770.0,402.0,368.0,,301.0,179.0,480.0,,60.0,57.0,424.0,174.0,84.0,841.0,16.0,28.0,52.0,60.0,8.0,1.0,1.0,50.0,42.0,13.0,4.0,379.0,212.0,97.0,36.0,123.0,21.0,4.0,0.0,72.0,29.0,3.0,2.0,,14.739612188365651,17.754666666666665,10.9112,13.054300791556729,18.529349593495937,16.547083333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
3622,24017,Úbeda,Jaén,Andalucía,34329.0,16790.0,17539.0,,11508.0,9028.0,20536.0,,1002.0,1948.0,16953.0,3275.0,1949.0,26079.0,450.0,1528.0,1160.0,1001.0,216.0,45.0,23.0,1516.0,1164.0,500.0,284.0,15172.0,9643.0,4670.0,2307.0,2404.0,1244.0,482.0,203.0,1599.0,753.0,272.0,131.0,,12.585630955561493,17.407352647352646,10.7617018469657,11.968967835486422,14.139563227953412,14.633408380237649,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,11.0,49.0,,,,,1.0,,3.0,,,,4.0,3.0,,0.0
3623,24018,Valdepeñas de Jaén,Jaén,Andalucía,3679.0,1819.0,1860.0,,1460.0,881.0,2341.0,,375.0,196.0,1721.0,454.0,439.0,3345.0,64.0,130.0,158.0,375.0,74.0,9.0,3.0,165.0,116.0,38.0,21.0,1548.0,815.0,315.0,157.0,341.0,92.0,33.0,16.0,403.0,179.0,61.0,27.0,,14.759648885887913,17.803653333333333,12.380545454545455,13.683850129198966,17.24407624633431,15.247866004962779,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.0,,,,,,,1.0,,,,,,,0.0
3624,24019,Vilches,Jaén,Andalucía,4409.0,2210.0,2199.0,,1679.0,1038.0,2717.0,,217.0,187.0,2241.0,539.0,330.0,3669.0,57.0,145.0,145.0,217.0,52.0,9.0,3.0,138.0,109.0,26.0,15.0,1987.0,1264.0,607.0,303.0,390.0,125.0,35.0,12.0,287.0,156.0,51.0,23.0,,13.185256491450286,17.002304147465438,12.231159420289854,11.994212380473074,16.7385641025641,14.194459930313588,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,32.0,,,,,,,2.0,,,2.0,5.0,,,0.0
3625,24020,Villacarrillo,Jaén,Andalucía,10673.0,5363.0,5310.0,,3797.0,2522.0,6319.0,,506.0,565.0,5220.0,1656.0,1026.0,9372.0,166.0,490.0,404.0,505.0,126.0,20.0,13.0,455.0,353.0,124.0,55.0,4582.0,2611.0,1067.0,468.0,1117.0,367.0,100.0,43.0,759.0,279.0,95.0,49.0,,14.12034571391852,17.246059405940596,11.326813186813187,13.172581841990397,16.667206803939123,16.05139657444005,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,20.0,,,,,1.0,,,2.0,,,2.0,,,0.0
3626,24021,Villanueva de la Reina,Jaén,Andalucía,3038.0,1522.0,1516.0,,1232.0,773.0,2005.0,,256.0,136.0,1591.0,222.0,236.0,2565.0,29.0,119.0,91.0,255.0,32.0,3.0,2.0,98.0,72.0,23.0,16.0,1467.0,877.0,403.0,175.0,153.0,68.0,30.0,21.0,219.0,102.0,28.0,11.0,,13.669216710182768,18.559372549019606,11.611224489795918,12.63772324471711,14.881633986928104,14.867899543378995,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
3627,24022,Villanueva del Arzobispo,Jaén,Andalucía,8078.0,4143.0,3935.0,,2969.0,1940.0,4909.0,,298.0,404.0,3957.0,1307.0,902.0,7102.0,92.0,280.0,285.0,298.0,63.0,13.0,4.0,327.0,277.0,86.0,43.0,3327.0,1868.0,744.0,336.0,808.0,236.0,69.0,23.0,658.0,201.0,75.0,38.0,,14.330552496002843,17.56553691275168,10.985382262996941,13.249789600240456,16.94891089108911,16.66677811550152,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,28.0,101.0,,,,,1.0,,2.0,,,17.0,5.0,3.0,,0.0
3628,24023,Villardompardo,Jaén,Andalucía,968.0,488.0,480.0,,356.0,194.0,550.0,,63.0,45.0,448.0,158.0,58.0,798.0,5.0,38.0,32.0,63.0,13.0,4.0,2.0,32.0,21.0,12.0,8.0,397.0,207.0,95.0,41.0,92.0,20.0,4.0,2.0,48.0,17.0,7.0,3.0,,14.667629969418961,17.768571428571427,10.676875,13.478765743073048,18.470978260869565,15.521458333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
3629,24024,"Villares, Los",Jaén,Andalucía,6020.0,3014.0,3006.0,,2162.0,1509.0,3671.0,,334.0,392.0,2608.0,860.0,505.0,4794.0,86.0,244.0,202.0,334.0,73.0,16.0,6.0,328.0,241.0,124.0,65.0,2460.0,1494.0,647.0,332.0,596.0,145.0,38.0,29.0,390.0,171.0,71.0,41.0,,13.730420047732697,17.27131736526946,10.503384146341464,12.521308943089432,17.73468120805369,14.861846153846153,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,19.0,74.0,,,,,2.0,,11.0,,,1.0,2.0,3.0,,0.0
3630,24025,Villarrodrigo,Jaén,Andalucía,391.0,210.0,181.0,,138.0,86.0,224.0,,38.0,9.0,201.0,87.0,53.0,438.0,4.0,13.0,28.0,37.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,166.0,90.0,40.0,17.0,46.0,8.0,1.0,1.0,41.0,9.0,2.0,1.0,,15.69404761904762,18.992432432432434,15.0425,13.551385542168674,19.566521739130433,17.35609756097561,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
3631,24026,Cárcheles,Jaén,Andalucía,1332.0,700.0,632.0,,453.0,266.0,719.0,,46.0,65.0,606.0,308.0,120.0,1217.0,20.0,45.0,71.0,46.0,17.0,2.0,2.0,55.0,38.0,17.0,12.0,554.0,325.0,150.0,80.0,227.0,116.0,50.0,8.0,87.0,36.0,17.0,9.0,,13.373471953578337,15.982391304347827,11.816181818181818,12.522364620938628,14.54748898678414,15.048620689655172,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
3632,24027,Bedmar y Garcíez,Jaén,Andalucía,2633.0,1334.0,1299.0,,994.0,529.0,1523.0,,274.0,131.0,1194.0,339.0,222.0,2230.0,28.0,103.0,110.0,274.0,57.0,10.0,6.0,105.0,89.0,35.0,20.0,1069.0,597.0,260.0,118.0,213.0,68.0,13.0,7.0,197.0,66.0,22.0,7.0,,14.445998959417274,17.622627737226278,10.183333333333334,13.165640785781104,17.318920187793427,16.326649746192892,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,15.0,,,,,,,3.0,,,,,1.0,,0.0
3633,24028,Villatorres,Jaén,Andalucía,4298.0,2175.0,2123.0,,1771.0,935.0,2706.0,,511.0,268.0,2198.0,609.0,299.0,4052.0,64.0,233.0,215.0,511.0,56.0,6.0,2.0,187.0,147.0,51.0,27.0,1986.0,1083.0,385.0,180.0,377.0,116.0,27.0,10.0,237.0,82.0,16.0,6.0,,14.827584009269989,18.45917808219178,11.433689839572192,13.605941591137967,17.04233421750663,16.536286919831223,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,32.0,,,,,,,2.0,,3.0,2.0,2.0,,,0.0
3634,24029,Santiago-Pontones,Jaén,Andalucía,2911.0,1491.0,1420.0,,1005.0,584.0,1589.0,,141.0,122.0,1420.0,514.0,375.0,2672.0,39.0,75.0,119.0,140.0,35.0,3.0,2.0,98.0,66.0,19.0,10.0,1169.0,642.0,262.0,118.0,318.0,111.0,38.0,19.0,331.0,140.0,51.0,28.0,,14.354299719887955,17.371714285714287,13.01438775510204,13.389495295124037,16.276918238993712,15.174592145015106,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
3635,24030,Arroyo del Ojanco,Jaén,Andalucía,2287.0,1147.0,1140.0,,790.0,539.0,1329.0,,87.0,113.0,1064.0,334.0,213.0,1866.0,33.0,78.0,69.0,87.0,18.0,2.0,2.0,92.0,72.0,20.0,10.0,958.0,565.0,194.0,85.0,221.0,73.0,21.0,9.0,173.0,56.0,15.0,8.0,,14.256286254728877,17.62183908045977,11.79641304347826,13.301638830897703,16.81819004524887,16.401040462427744,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,0.0
3636,24031,Leon ( municipio sin especificar),León,Castilla y León,,,,,45.0,10.0,55.0,,1.0,2.0,19.0,3.0,1.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.52,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3637,24032,Acebedo,León,Castilla y León,184.0,108.0,76.0,,59.0,29.0,88.0,,5.0,11.0,118.0,32.0,11.0,189.0,5.0,6.0,10.0,5.0,0.0,0.0,0.0,10.0,6.0,2.0,2.0,85.0,45.0,20.0,9.0,19.0,10.0,3.0,2.0,10.0,4.0,0.0,0.0,,14.43546762589928,20.504,12.853,13.517411764705882,15.513157894736842,15.829,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
3638,24033,Algadefe,León,Castilla y León,278.0,143.0,135.0,,123.0,55.0,178.0,,44.0,13.0,208.0,14.0,16.0,319.0,0.0,15.0,14.0,44.0,8.0,2.0,1.0,10.0,9.0,4.0,3.0,171.0,66.0,31.0,15.0,13.0,9.0,4.0,2.0,16.0,8.0,4.0,2.0,,15.385415162454875,18.722954545454545,9.179,15.410526315789474,11.545384615384615,15.09625,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
3639,24034,Alija del Infantado,León,Castilla y León,629.0,323.0,306.0,,250.0,112.0,362.0,,84.0,54.0,445.0,31.0,29.0,661.0,17.0,40.0,15.0,81.0,15.0,1.0,0.0,39.0,23.0,7.0,4.0,386.0,177.0,63.0,31.0,23.0,12.0,5.0,3.0,22.0,3.0,1.0,1.0,,15.401113074204947,18.885802469135804,13.600769230769231,14.649274611398964,14.866521739130436,18.447727272727274,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
3640,24036,Almanza,León,Castilla y León,581.0,335.0,246.0,,205.0,80.0,285.0,,18.0,29.0,373.0,66.0,50.0,572.0,11.0,30.0,24.0,18.0,0.0,0.0,0.0,26.0,17.0,4.0,2.0,320.0,156.0,64.0,27.0,41.0,18.0,8.0,4.0,40.0,17.0,7.0,1.0,,14.522320675105485,20.731666666666666,14.06423076923077,14.20825,14.470731707317073,14.8095,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
3641,24037,"Antigua, La",León,Castilla y León,358.0,207.0,151.0,,169.0,50.0,219.0,,42.0,23.0,296.0,24.0,37.0,441.0,7.0,12.0,12.0,41.0,6.0,0.0,0.0,17.0,11.0,2.0,0.0,230.0,118.0,53.0,22.0,13.0,5.0,2.0,1.0,28.0,9.0,3.0,2.0,,14.631296829971182,18.8490243902439,13.81235294117647,13.816478260869566,16.513076923076923,16.69142857142857,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
3642,24038,Ardón,León,Castilla y León,560.0,302.0,258.0,,199.0,113.0,312.0,,40.0,29.0,394.0,43.0,77.0,592.0,5.0,16.0,47.0,40.0,10.0,1.0,1.0,21.0,13.0,5.0,1.0,331.0,187.0,79.0,38.0,37.0,15.0,4.0,1.0,71.0,16.0,4.0,1.0,,14.289842209072978,18.4345,12.306666666666667,13.141389728096676,15.971621621621622,16.971971830985915,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
3643,24039,Arganza,León,Castilla y León,774.0,391.0,383.0,,301.0,192.0,493.0,,57.0,71.0,600.0,79.0,61.0,887.0,17.0,50.0,24.0,57.0,10.0,1.0,0.0,40.0,30.0,9.0,5.0,478.0,237.0,102.0,42.0,51.0,19.0,6.0,4.0,53.0,17.0,1.0,0.0,,14.616389684813754,18.691754385964913,12.59475,13.884958158995817,16.61294117647059,16.864150943396226,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
3644,24040,Astorga,León,Castilla y León,10741.0,5027.0,5714.0,,3946.0,2957.0,6903.0,,336.0,676.0,5790.0,590.0,614.0,8372.0,134.0,258.0,228.0,335.0,70.0,18.0,9.0,499.0,351.0,100.0,55.0,4966.0,2920.0,1252.0,631.0,418.0,255.0,125.0,62.0,498.0,225.0,59.0,26.0,,13.221622083096186,18.07862686567164,12.37933867735471,12.868580346355216,12.194904306220096,15.34285140562249,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,8.0,,13.0,45.0,1.0,,,1.0,1.0,,1.0,6.0,2.0,,1.0,,,0.0
3645,24041,Balboa,León,Castilla y León,292.0,159.0,133.0,,96.0,37.0,133.0,,16.0,21.0,161.0,53.0,37.0,297.0,8.0,22.0,21.0,16.0,2.0,0.0,0.0,15.0,8.0,2.0,1.0,126.0,61.0,29.0,17.0,35.0,9.0,4.0,3.0,29.0,14.0,4.0,1.0,,14.697412280701755,18.59625,14.054666666666666,13.5,17.22114285714286,15.025172413793104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3646,24042,"Bañeza, La",León,Castilla y León,10290.0,4949.0,5341.0,,3820.0,2855.0,6675.0,,488.0,645.0,5663.0,533.0,680.0,8644.0,114.0,335.0,412.0,482.0,73.0,8.0,5.0,445.0,322.0,120.0,78.0,4579.0,2430.0,1014.0,515.0,376.0,234.0,126.0,69.0,513.0,189.0,42.0,18.0,,13.911229969683847,18.83180497925311,11.710022471910113,13.597150032758243,11.954627659574468,16.358440545808968,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,2.0,11.0,,,,,,,,,,,,,,,,,0.0
3647,24043,Barjas,León,Castilla y León,172.0,94.0,78.0,,50.0,20.0,70.0,,6.0,15.0,143.0,36.0,11.0,214.0,6.0,9.0,8.0,6.0,0.0,0.0,0.0,7.0,5.0,2.0,1.0,108.0,47.0,17.0,8.0,24.0,5.0,0.0,0.0,10.0,2.0,1.0,0.0,,15.575379746835443,20.955,11.42142857142857,14.853148148148149,18.389583333333334,16.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3648,24044,"Barrios de Luna, Los",León,Castilla y León,307.0,177.0,130.0,,89.0,38.0,127.0,,8.0,50.0,218.0,59.0,38.0,388.0,13.0,6.0,18.0,8.0,0.0,0.0,0.0,34.0,26.0,9.0,6.0,186.0,111.0,44.0,15.0,45.0,13.0,3.0,0.0,33.0,12.0,4.0,3.0,,14.26221875,21.18375,11.330588235294117,13.109838709677419,18.006444444444444,16.021515151515153,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
3649,24046,Bembibre,León,Castilla y León,8598.0,4145.0,4453.0,,3336.0,2319.0,5655.0,,286.0,520.0,4961.0,622.0,465.0,7088.0,116.0,317.0,192.0,284.0,67.0,12.0,9.0,372.0,273.0,105.0,60.0,4019.0,2218.0,981.0,498.0,411.0,203.0,89.0,41.0,343.0,149.0,37.0,18.0,,13.565446460334401,17.740422535211266,11.377930107526883,13.26512565314755,14.238004866180049,15.325772594752186,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,159.0,502.0,,,,1.0,,2.0,138.0,6.0,,,9.0,3.0,,0.0
3650,24047,Benavides,León,Castilla y León,2440.0,1209.0,1231.0,,957.0,617.0,1574.0,,125.0,143.0,1578.0,149.0,176.0,2301.0,38.0,69.0,89.0,125.0,22.0,3.0,2.0,109.0,79.0,26.0,17.0,1369.0,722.0,296.0,160.0,110.0,56.0,14.0,7.0,148.0,56.0,17.0,4.0,,14.098801422041646,18.2808,11.231926605504587,13.66208911614317,14.549363636363637,15.75445945945946,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
3651,24049,Benuza,León,Castilla y León,482.0,287.0,195.0,,131.0,47.0,178.0,,17.0,33.0,298.0,129.0,40.0,539.0,15.0,22.0,21.0,17.0,2.0,0.0,0.0,25.0,16.0,4.0,2.0,251.0,150.0,63.0,33.0,83.0,16.0,9.0,5.0,28.0,14.0,2.0,2.0,,14.369290780141844,17.853529411764708,13.2784,12.920318725099602,18.154819277108434,15.061071428571429,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0
